Price,Close,High,Low,Open,Volume,Ticker
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
Date,,,,,,
2022-01-03,144.3015899658203,145.1569973040858,143.0291700315321,144.36477967492633,28646000,GOOGL
2022-01-04,143.7124481201172,145.78802026292738,143.03269919248356,144.70419726486466,28400000,GOOGL
2022-01-05,137.11944580078125,143.81195246481798,137.03286935371747,143.73283243513856,54618000,GOOGL
2022-01-06,137.0920867919922,139.27415960648048,135.90874874114203,136.34665762482464,37348000,GOOGL
2022-01-07,136.36505126953125,137.7897432622947,135.12049780917903,137.48817599061857,29760000,GOOGL
2022-01-10,138.0096893310547,138.1589847256294,132.5308930765843,134.43528635965367,44408000,GOOGL
2022-01-11,139.07110595703125,139.54883297337483,136.0420998146872,137.35034411747029,28730000,GOOGL
2022-01-12,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000,GOOGL
2022-01-13,137.92759704589844,142.17031382113908,137.75043499457064,140.86653415436,31436000,GOOGL
2022-01-14,138.8168182373047,140.07232082607686,136.3466335227671,136.426740644181,29662000,GOOGL
2022-01-18,135.35089111328125,136.47899680734477,134.79405929684148,135.52705085012096,34872000,GOOGL
2022-01-19,134.47360229492188,137.30307730941794,134.373084928894,135.87390533224854,28648000,GOOGL
2022-01-20,132.67320251464844,136.97116649417453,132.33183224033456,135.60170661619608,29908000,GOOGL
2022-01-21,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000,GOOGL
2022-01-24,130.18161010742188,130.5787136535352,123.90760490884027,125.37856914011597,76622000,GOOGL
2022-01-25,126.33101654052734,128.78329685194453,125.8985899276899,128.12743590180497,46960000,GOOGL
2022-01-26,128.61807250976562,132.3671462984334,126.53701871024086,130.49509993814254,49130000,GOOGL
2022-01-27,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000,GOOGL
2022-01-28,132.71649169921875,132.72197391207828,127.87364760924652,129.04205751284695,34362000,GOOGL
2022-01-31,134.6597137451172,134.82841709282866,131.58044104651617,133.52365030655864,39986000,GOOGL
2022-02-01,136.9890594482422,137.13735254168026,133.72914748544642,136.93979546512767,68644000,GOOGL
2022-02-02,147.29579162597656,150.82541035596324,144.83008666091592,150.5303275907362,123200000,GOOGL
2022-02-03,142.40914916992188,148.96282327293622,141.98666950094375,145.01221315480836,71518000,GOOGL
2022-02-04,142.61119079589844,144.18566414382084,139.84640903651453,142.7619744324609,57998000,GOOGL
