Price,Close,High,Low,Open,Volume,Ticker
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,
Date,,,,,,
2022-01-03,325.6347961425781,328.79629901774877,320.80012748139205,326.21846414915797,28865100,MSFT
2022-01-04,320.05108642578125,326.0725354624278,317.2397667073394,325.712585604074,32674300,MSFT
2022-01-05,307.7649841308594,317.19112801347296,307.37588205960316,316.9868249346307,40054300,MSFT
2022-01-06,305.3330993652344,310.0218586119927,303.0081644576789,304.62296646871727,39646100,MSFT
2022-01-07,305.4887390136719,307.8817452139908,301.64628513715576,305.5957294780859,32720000,MSFT
2022-01-10,305.7124328613281,306.15019125836943,296.39330884640736,301.0625932107802,44289500,MSFT
2022-01-11,306.403076171875,307.98866618447676,301.45168090476085,304.8466383824553,29386800,MSFT
2022-01-12,309.6034851074219,314.60353696148184,308.44588647775686,310.96538680343946,34372200,MSFT
2022-01-13,296.5002746582031,312.1424323832411,295.72207055768473,311.7435931335858,45366000,MSFT
2022-01-14,301.7533264160156,302.35643918716585,295.47894678254033,295.9653318801247,39846400,MSFT
2022-01-18,294.40887451171875,301.364175018183,293.5236501292104,295.7902211612541,42333200,MSFT
2022-01-19,295.0703125,305.36223577548463,294.4574923336944,297.9497330886086,45933900,MSFT
2022-01-20,293.38739013671875,303.16371516926193,292.93992432186644,300.65398204026127,35380700,MSFT
2022-01-21,287.9691162109375,295.82908513910786,287.56053972855347,294.44776829500927,57984400,MSFT
2022-01-24,288.2999267578125,289.01976727435147,268.53322729495335,284.2434912637133,85731500,MSFT
2022-01-25,280.6343994140625,286.9574042251114,277.40482567237643,283.5818912385189,72848600,MSFT
2022-01-26,288.63055419921875,300.09951985031154,285.0507680240012,299.6033976921818,90428900,MSFT
2022-01-27,291.6753845214844,298.93224118758064,289.8173900598136,294.4186033404908,53481300,MSFT
2022-01-28,299.8661193847656,300.08012999341486,286.4321667298066,292.05477669895004,49743700,MSFT
2022-01-31,302.5120544433594,303.8739266373001,298.0275688741196,300.53733234049855,46444500,MSFT
2022-02-01,300.35247802734375,302.17155319764396,296.82131813836816,301.9575426078095,40950400,MSFT
2022-02-02,304.9244689941406,306.539270720024,300.4691955569609,301.1987730404669,36636000,MSFT
2022-02-03,293.0469665527344,302.7552219741665,291.79208492313614,301.0625819638804,43730000,MSFT
2022-02-04,297.6092834472656,300.3913916526521,291.8018448276198,292.0353001493062,35096500,MSFT
2022-02-07,292.7551574707031,299.4575276563962,291.73373110957107,297.8330183026639,28533300,MSFT
2022-02-08,296.2668151855469,297.23958514076253,291.78235994156273,293.04694900870976,32421200,MSFT
2022-02-09,302.73577880859375,303.43617447800517,299.0198195356215,301.4322704184702,31284700,MSFT
2022-02-10,294.1462097167969,300.7026702927466,292.5119631728677,295.76101154707897,45386200,MSFT
2022-02-11,287.0060119628906,296.0041326711624,286.20833359694603,294.93407994691705,39175600,MSFT
2022-02-14,286.9671936035156,288.6792785633671,283.4165885013323,285.7706756345391,36359500,MSFT
2022-02-15,292.2882385253906,292.60923960221265,288.9321697438567,291.84077258338215,27058300,MSFT
2022-02-16,291.9469909667969,293.28243654977547,286.27375682419125,290.8454833697522,29982100,MSFT
2022-02-17,283.39825439453125,289.31515587085715,282.68665314458684,288.8862496034896,32461600,MSFT
2022-02-18,280.6687927246094,286.44923910919783,279.0896516648839,285.65966857933506,34264000,MSFT
2022-02-22,280.4640808105469,284.18775256896157,277.3252837900346,277.8126744469591,41736100,MSFT
2022-02-23,273.2020263671875,284.34380258389615,273.0363301552388,282.86211552379876,37811200,MSFT
2022-02-24,287.1609191894531,287.7165518626673,264.6726996596511,265.6377537099638,56989700,MSFT
2022-02-25,289.8122863769531,290.12422359753356,284.2950194983155,287.69702717357785,32546700,MSFT
2022-02-28,291.2550048828125,291.59618439508904,285.61101104501586,286.8879725712154,34627500,MSFT
2022-03-01,287.5118103027344,292.40520263800084,284.7824043016217,288.9252256042664,31217800,MSFT
2022-03-02,292.6195983886719,293.86731725235705,286.2932773237327,287.9113880900415,31873000,MSFT
2022-03-03,288.45733642578125,295.4855022692935,286.63447014714023,295.25156424335825,27314500,MSFT
2022-03-04,282.55010986328125,288.2038595827067,279.92797538105896,286.8684138832805,32356500,MSFT
2022-03-07,271.8763122558594,282.3844556560814,271.5058905254741,281.25370554415764,43157200,MSFT
2022-03-08,268.8934631347656,276.79892624479913,263.1909858256169,270.7942690725029,48159500,MSFT
2022-03-09,281.22442626953125,282.29669173003094,273.699112875797,276.29203489919934,35204500,MSFT
2022-03-10,278.3878173828125,279.37235611943896,273.5041530332084,275.8826220369622,30628000,MSFT
2022-03-11,273.0070495605469,282.2089888863428,272.38317514959226,280.6980597805448,27209300,MSFT
2022-03-14,269.4686279296875,278.202662737741,268.86426809726044,273.27027022073963,30660700,MSFT
2022-03-15,279.9084167480469,280.5615332437577,271.70077567013317,273.2799164607647,34245100,MSFT
2022-03-16,286.9659118652344,287.14136537848043,276.05810557225556,281.8190374929418,37826300,MSFT
2022-03-17,287.7750244140625,288.1551737681547,282.0725461188908,285.8937030703345,30816600,MSFT
2022-03-18,292.8536071777344,293.4092397879423,285.3478072645001,287.92121502824654,43390600,MSFT
2022-03-21,291.6156005859375,292.5708970455594,287.46302239668256,291.35242032316927,28351200,MSFT
2022-03-22,296.39208984375,297.3083869242725,291.2354868689751,292.2395107234234,27599700,MSFT
2022-03-23,291.9373474121094,295.5830510188876,290.21199459749425,292.9316437357649,25715400,MSFT
2022-03-24,296.4310607910156,296.5285448908371,290.79682489779265,291.59615286917006,24484500,MSFT
2022-03-25,296.02166748046875,297.7957771219857,291.7423917495278,297.53259680073916,22566500,MSFT
2022-03-28,302.8646240234375,302.9620783750849,296.65524087861996,296.65524087861996,29578200,MSFT
2022-03-29,307.455810546875,307.85547449791466,301.25618526094905,305.9936384202282,30393400,MSFT
2022-03-30,305.94482421875,307.9821431786442,303.72232419228243,305.8473698935943,28163600,MSFT
2022-03-31,300.534912109375,307.19268708279805,300.1255204970668,305.9839376726165,33422100,MSFT
2022-04-01,301.61688232421875,302.3089688081705,297.83472562662047,301.56812540407276,27110500,MSFT
2022-04-04,307.0269470214844,307.1634009699958,301.8995865319646,302.27000828188045,24289600,MSFT
2022-04-05,303.04010009765625,306.92946905359616,302.0555611898227,305.3698125875941,23156700,MSFT
2022-04-06,291.9469909667969,299.25785050686693,289.227342888461,297.4934987843671,40110400,MSFT
2022-04-07,293.7698669433594,295.992367354406,288.87647500488833,289.1786548602699,31411200,MSFT
2022-04-08,289.4808654785156,293.52620278513484,288.80826385848826,292.8633584995333,24361900,MSFT
2022-04-11,278.0662536621094,285.230875781308,277.8128008858078,284.43157734862643,34569300,MSFT
2022-04-12,274.9468688964844,283.4079652196335,273.4164547942549,281.945792962261,30966700,MSFT
2022-04-13,280.3666076660156,281.30238943438314,274.2059823826669,275.5999423242994,21907200,MSFT
2022-04-14,272.7731018066406,281.03925987078986,272.2759834561352,280.82480674477745,28221600,MSFT
2022-04-18,273.4456481933594,275.336726354856,271.3206320318311,271.8762645298716,20778000,MSFT
2022-04-19,278.1051330566406,278.953217898112,271.3889044009939,272.3344435881337,22297700,MSFT
